name	grid	source_photo	confidence
Santa Cruz St.	H 8	2026-09-18 11.30.27.jpg	certain
Santa Fe Ave.	L 14	2026-09-18 11.30.27.jpg	certain
Santa Monica Ave.	C 18	2026-09-18 11.30.27.jpg	certain
Santee St.	H 16	2026-09-18 11.30.27.jpg	certain
Santiago	K 21	2026-09-18 11.30.27.jpg	certain
Sapphire St.	I 11	2026-09-18 11.30.27.jpg	certain
Saratoga St.	P 15	2026-09-18 11.30.27.jpg	certain
Savannah St.	O 15	2026-09-18 11.30.27.jpg	certain
Savoy St.	L 10	2026-09-18 11.30.21.jpg	certain
Scarff St.	F 16	2026-09-18 11.30.21.jpg	certain
Schleffelin	M 10	2026-09-18 11.30.21.jpg	probable
Schlesinger	L 10	2026-09-18 11.30.21.jpg	certain
Scott Ave.	I 8	2026-09-18 11.30.21.jpg	certain
Seaton St.	L 14	2026-09-18 11.30.21.jpg	certain
Second St.	K 13	2026-09-18 11.30.21.jpg	certain
Semple St.	F 9	2026-09-18 11.30.21.jpg	certain
Seneca Ave.	G 21	2026-09-18 11.30.21.jpg	certain
Sentous	G 14	2026-09-18 11.30.21.jpg	certain
Sepulveda	C 14	2026-09-18 11.30.21.jpg	certain
Seventh St.	J 13	2026-09-18 11.30.21.jpg	certain
Seventeenth St.	H 15	2026-09-18 11.30.21.jpg	certain
Severance St.	F 16	2026-09-18 11.30.21.jpg	certain
Seville	A 17	2026-09-18 11.30.21.jpg	certain
Shatto St.	G 12	2026-09-18 11.30.21.jpg	certain
Shearer St.	L 18	2026-09-18 11.30.21.jpg	certain
Sheridan St.	P 13	2026-09-18 11.30.21.jpg	certain
Sherman St.	F 11	2026-09-18 11.30.21.jpg	certain
Short St.	L 14	2026-09-18 11.30.21.jpg	certain
Sichel St.	O 10	2026-09-18 11.30.21.jpg	certain
Sierra St.	O 8	2026-09-18 11.30.21.jpg	certain
Silver St.	H 11	2026-09-18 11.30.21.jpg	certain
Sinova St.	R 6	2026-09-18 11.30.21.jpg	certain
Siskiyou St.	O 17	2026-09-18 11.30.21.jpg	certain
Sixth St.	J 14	2026-09-18 11.30.21.jpg	certain
Sixteenth St.	H 14	2026-09-18 11.30.21.jpg	certain
Slauson Ave.	F 23	2026-09-18 11.30.21.jpg	certain
Sloat St.	O 14	2026-09-18 11.30.21.jpg	certain
Smith St.	G 7	2026-09-18 11.30.21.jpg	certain
Sobieski St.	I 5	2026-09-18 11.30.21.jpg	certain
Solano St.	M 9	2026-09-18 11.30.21.jpg	certain
Sonoma St.	G 8	2026-09-18 11.30.21.jpg	certain
Sotello St.	M 10	2026-09-18 11.30.21.jpg	certain
S. Park	G 21	2026-09-18 11.30.21.jpg	certain
Soto St.	O 15	2026-09-18 11.30.21.jpg	certain
Spence St.	O 17	2026-09-18 11.30.21.jpg	certain
Spring St.	J 14	2026-09-18 11.30.21.jpg	certain
St. Andrews Pl.	A 14	2026-09-18 11.30.21.jpg	certain
St. Charles St.	Q 11	2026-09-18 11.30.21.jpg	certain
St. Elmo St.	L 18	2026-09-18 11.30.21.jpg	certain
St. James St.	M 10	2026-09-18 11.30.21.jpg	certain
St. James Park	F 18	2026-09-18 11.30.09.jpg	certain
St. John St.	M 10	2026-09-18 11.30.09.jpg	certain
St. Louis St.	O 13	2026-09-18 11.30.09.jpg	certain
St. Paul Ave.	H 12	2026-09-18 11.30.09.jpg	certain
St. Vincent Pl.	I 14	2026-09-18 11.30.09.jpg	certain
Stanford Ave.	J 16	2026-09-18 11.30.09.jpg	certain
Stanislaus St.	H 8	2026-09-18 11.30.09.jpg	certain
Star St.	F 14	2026-09-18 11.30.09.jpg	certain
State St.	O 13	2026-09-18 11.30.09.jpg	certain
Staunton Ave.	K 17	2026-09-18 11.30.09.jpg	certain
Stephenson Ave.	L 14	2026-09-18 11.30.09.jpg	certain
Stevens Pl.	K 11	2026-09-18 11.30.09.jpg	certain
Stewart St.	G 13	2026-09-18 11.30.09.jpg	certain
Stockton St.	K 11	2026-09-18 11.30.09.jpg	certain
Story St.	Q 12	2026-09-18 11.30.09.jpg	certain
Sullivan Ave.	D 17	2026-09-18 11.30.09.jpg	certain
Sulphur	M 5	2026-09-18 11.30.09.jpg	certain
Summit Ave.	N 13	2026-09-18 11.30.09.jpg	certain
Sumner Pl.	J 10	2026-09-18 11.30.09.jpg	certain
Sunbury Ave.	G 13	2026-09-18 11.30.09.jpg	certain
Sunrise	P 10	2026-09-18 11.30.09.jpg	certain
Sunset Bld.	J 9	2026-09-18 11.30.09.jpg	certain
Sutter St.	B 14	2026-09-18 11.30.09.jpg	certain
Swift St.	F 17	2026-09-18 11.30.09.jpg	certain
Sylvan Ave.	O 7	2026-09-18 11.30.09.jpg	certain
Tableton St.	K 13	2026-09-18 11.30.09.jpg	probable
Tallman St.	D 17	2026-09-18 11.30.09.jpg	certain
Taylor St.	J 7	2026-09-18 11.30.09.jpg	certain
Teed St.	K 11	2026-09-18 11.30.09.jpg	certain
Tehama St.	O 12	2026-09-18 11.30.09.jpg	certain
Tejon St.	A 16	2026-09-18 11.30.09.jpg	certain
Temple St.	F 9	2026-09-18 11.30.09.jpg	certain
Tennessee St.	K 17	2026-09-18 11.30.09.jpg	certain
Tenth St.	H 14	2026-09-18 11.30.09.jpg	certain
Thalia St.	K 16	2026-09-18 11.30.09.jpg	certain
Third St.	K 13	2026-09-18 11.30.09.jpg	certain
Thirtieth St.	G 18	2026-09-18 11.30.09.jpg	certain
Thirty-first St.	G 18	2026-09-18 11.30.09.jpg	certain
Thirty-second St.	G 18	2026-09-18 11.30.09.jpg	certain
Thirty-third St.	G 18	2026-09-18 11.30.09.jpg	certain
Thirty-fifth St.	G 18	2026-09-18 11.30.09.jpg	certain
Thirty-sixth St.	G 19	2026-09-18 11.30.09.jpg	certain
Thirty-seventh St.	G 19	2026-09-18 11.30.09.jpg	certain
Thirty-eighth St.	F 19	2026-09-18 11.30.09.jpg	certain
Thirty-ninth St.	F 19	2026-09-18 11.30.09.jpg	certain
Thomas St.	P 7	2026-09-18 11.30.09.jpg	certain
Thompson St.	E 16	2026-09-18 11.30.09.jpg	certain
Thorne St.	N 4	2026-09-18 11.30.09.jpg	probable
Thornton Ave.	D 15	2026-09-18 11.30.21.jpg	certain
Thorp St.	F 20	2026-09-18 11.30.21.jpg	certain
Toberman St.	F 15	2026-09-18 11.30.21.jpg	certain
Toledo St.	L 3	2026-09-18 11.30.21.jpg	certain
Toluca St.	T 11	2026-09-18 11.30.21.jpg	probable
Topeka	K 22	2026-09-18 11.30.21.jpg	certain
Towne Ave.	K 14	2026-09-18 11.30.21.jpg	certain
Transit St.	P 11	2026-09-18 11.30.21.jpg	certain
Tremont Ave.	O 11	2026-09-18 11.30.21.jpg	certain
Trenton St.	G 14	2026-09-18 11.30.21.jpg	certain
Trinity St.	H 17	2026-09-18 11.30.21.jpg	certain
Tropico St.	I 6	2026-09-18 11.30.21.jpg	certain
Tivy	K 18	2026-09-18 11.30.21.jpg	probable
Turner St.	L 13	2026-09-18 11.30.21.jpg	certain
Turtle Ave.	P 7	2026-09-18 11.30.21.jpg	certain
Twelfth St.	H 14	2026-09-18 11.30.21.jpg	certain
Twentieth St.	G 16	2026-09-18 11.30.21.jpg	certain
Twenty-first St.	F 15	2026-09-18 11.30.21.jpg	certain
Twenty-second St.	G 16	2026-09-18 11.30.21.jpg	certain
Twenty-third St.	F 15	2026-09-18 11.30.21.jpg	certain
Twenty-fourth St.	H 17	2026-09-18 11.30.21.jpg	certain
Twenty-fifth St.	G 17	2026-09-18 11.30.21.jpg	certain
Twenty-seventh St.	G 17	2026-09-18 11.30.21.jpg	certain
Twenty-eighth St.	G 17	2026-09-18 11.30.21.jpg	certain
Twenty-ninth St.	G 18	2026-09-18 11.30.21.jpg	certain
Union Ave.	F 14	2026-09-18 11.30.27.jpg	certain
Upper Boulevard	Q 14	2026-09-18 11.30.27.jpg	certain
Utah St.	M 13	2026-09-18 11.30.27.jpg	certain
Valencia St.	G 12	2026-09-18 11.30.27.jpg	certain
Valentine	J 6	2026-09-18 11.30.27.jpg	certain
Vallejo	O P	2026-09-18 11.30.27.jpg	uncertain
Valley	G 10	2026-09-18 11.30.27.jpg	certain
Valverde St.	N 16	2026-09-18 11.30.27.jpg	certain
Vargas St.	E 14	2026-09-18 11.30.27.jpg	certain
Velasco St.	F 16	2026-09-18 11.30.27.jpg	certain
Vendome St.	F 7	2026-09-18 11.30.27.jpg	certain
Verde St.	O 12	2026-09-18 11.30.27.jpg	certain
Vermont Ave.	E 18	2026-09-18 11.30.27.jpg	certain
Vernon Ave.	N 21	2026-09-18 11.30.27.jpg	certain
Vestal Ave.	J 6	2026-09-18 11.30.27.jpg	certain
Victor St.	J 10	2026-09-18 11.30.27.jpg	certain
Victoria St.	K 17	2026-09-18 11.30.27.jpg	certain
Vithard	M 10	2026-09-18 11.30.27.jpg	probable
Vignes St.	L 13	2026-09-18 11.30.27.jpg	certain
Vineland St.	J 22	2026-09-18 11.30.27.jpg	certain
Viola St.	I 7	2026-09-18 11.30.27.jpg	certain
Violet St.	L 16	2026-09-18 11.30.27.jpg	certain
Virgil Ave.	E 10	2026-09-18 11.30.27.jpg	certain
Viscaino St.	H 10	2026-09-18 11.30.27.jpg	certain
Von Keithian Ave.	P 7	2026-09-18 11.30.27.jpg	certain
Van Buren Pl.	C 16	2026-09-18 11.30.27.jpg	certain
Walton	D 17	2026-09-18 11.30.27.jpg	certain
Wabash Ave.	O 12	2026-09-18 11.30.27.jpg	certain
Waco Ave.	G 22	2026-09-18 11.30.27.jpg	certain
Wadsworth St.	I 20	2026-09-18 11.30.27.jpg	certain
Wall St.	J 14	2026-09-18 11.30.27.jpg	certain
Walnut St.	I 15	2026-09-18 11.30.27.jpg	certain
Walnut Drive	F 17	2026-09-18 11.30.27.jpg	certain
Wallace St.	I 9	2026-09-18 11.30.27.jpg	certain
Walrath	H 21	2026-09-18 11.30.27.jpg	certain
Warner St.	E 15	2026-09-18 11.30.27.jpg	certain
Warren St.	N 12	2026-09-18 11.30.27.jpg	certain
Washington St.	F 15	2026-09-18 11.30.27.jpg	certain
Waterloo St.	G 8	2026-09-18 11.30.27.jpg	certain
Welcome St.	H 10	2026-09-18 11.30.27.jpg	certain
Weldon St.	L 16	2026-09-18 11.30.27.jpg	certain
Wesley Ave.	E 18	2026-09-18 11.30.27.jpg	certain
West Albion	N 9	2026-09-18 11.30.27.jpg	certain
West End Ave.	N 12	2026-09-18 11.30.27.jpg	certain
West Side Ave.	R 5	2026-09-18 11.30.27.jpg	certain
Western Ave.	B 13	2026-09-18 11.30.27.jpg	certain
Westlake Ave.	F 13	2026-09-18 11.30.27.jpg	certain
Wevse St.	L 10	2026-09-18 11.30.27.jpg	probable
Widney St.	E 18	2026-09-18 11.30.27.jpg	certain
Whittier St.	G 13	2026-09-18 11.30.27.jpg	certain
Wilde St.	K 15	2026-09-18 11.30.27.jpg	certain
Wilhardt St.	M 10	2026-09-18 11.30.27.jpg	certain
Willard Ave.	E 15	2026-09-18 11.30.27.jpg	certain
Willow St.	L 15	2026-09-18 11.30.27.jpg	certain
Wisconsin St.	D 18	2026-09-18 11.30.27.jpg	certain
Wilshire Boulevard	C 11	2026-09-18 11.30.27.jpg	certain
Wilson St.	L 17	2026-09-18 11.30.27.jpg	certain
Wilton Pl.	A 14	2026-09-18 11.30.27.jpg	certain
Windsor St.	H 5	2026-09-18 11.30.27.jpg	certain
Winfield St.	F 13	2026-09-18 11.30.27.jpg	certain
Winston St.	J 14	2026-09-18 11.30.27.jpg	certain
Witmer St.	H 12	2026-09-18 11.30.27.jpg	certain
Wood Ave.	O 11	2026-09-18 11.30.27.jpg	certain
Woodlawn St.	G 19	2026-09-18 11.30.27.jpg	certain
Woodman Ave.	G 22	2026-09-18 11.30.27.jpg	certain
Woodworth Court	K 13	2026-09-18 11.30.27.jpg	certain
Workman St.	O 10	2026-09-18 11.30.27.jpg	certain
Wright St.	G 14	2026-09-18 11.30.27.jpg	certain
Yale St.	K 11	2026-09-18 11.26.23.jpg	certain
Yorba St.	R 6	2026-09-18 11.26.23.jpg	probable
York St.	D 5	2026-09-18 11.26.23.jpg	certain
Yosemite St.	N 12	2026-09-18 11.26.23.jpg	certain
Yuba St.	L 3	2026-09-18 11.26.23.jpg	certain
Yolo Drive	L 3	2026-09-18 11.26.23.jpg	certain
Zonal Ave.	Q 12	2026-09-18 11.26.23.jpg	certain
Zamora	J 21	2026-09-18 11.26.23.jpg	certain
Zalvidea	G 3	2026-09-18 11.26.23.jpg	probable
